,ПРАЙС CASTROMIR ОБЩИЙ,,
,Дата: 20.04.2026,,
,Склад:,ОСНОВНОЙ СКЛАД,
№ п/п,Товар,оптовая заказ,Производитель
72,"Сироп ESKO ""Маракуйя"" 1л",2439.6,Казахстан
73,"Сироп ESKO ""Мохито"" 1л",2354,Казахстан
74,"Сироп ESKO ""Сахарный"" 1л",2354,Казахстан
75,"Сироп ESKO ""Чайная роза"" 1л",2354,Казахстан
76,"Сироп ESKO ""Шоколад"" 1л",2354,Казахстан
77,"Сироп HERSHEYS ""Карамель"" 0,623л",3959,США
78,"Сироп HERSHEYS ""Клубника"" 623гр",3959,США
79,"Сироп HERSHEYS ""Шоколад"" 0,623л",3959,США
80,"Сироп ЕSCO ""Апельсин"" 1л",2354,Казахстан
81,"Сироп ЕSCO ""Манго-Маракуйя"" 1л",2354,Казахстан
82,СОУСЫ И УКСУСЫ,0,
83,"Жидкий дым ""КОСТРОВОК"" 0,33л",907.2,Россия
84,"Кетчуп ""3 ЖЕЛАНИЯ"" 5л",3888,Казахстан
85,"Кетчуп ""HEINZ"" 0,8кг",1933.2,США
86,"Кетчуп ""HEINZ"" 2л",3726,США
87,"Кетчуп ""АSTORIA"" 2лит",2386.8,Россия
88,"Кетчуп ""МАХЕЕВ"" сошет 120шт",3358.8,Россия
89,"Кетчуп ""РОДНИК"" шашлычный 0,75л",723.6,Россия
90,"Кетчуп томатный ""HIENZ"" дип-пот 125шт",8100,США
91,"Лимонный концентрат ""FORELLI"" 1л.",1803.6,Россия
92,"Майонез ""3 ЖЕЛАНИЯ"" легкий 15% 5кг",4158,Казахстан
93,"Майонез ""3 ЖЕЛАНИЯ"" провансаль 0,7кг",1576.8,Казахстан
94,"Майонез ""3 ЖЕЛАНИЯ"" провансаль 0,8кг",1490.4,Казахстан
95,"Майонез ""3 ЖЕЛАНИЯ"" провансаль 67% 5кг",6523.2,Казахстан
96,"Майонез ""ASSORTI HORECA"" 25,5% 10кг",8100,Казахстан
97,"Майонез ""ASTORIA"" провансаль 67% 9,6кг",11804.4,Россия
98,"Майонез ""ASTORIA""10 лит 57%",11410.2,Россия
99,"Майонез ""МАХЕЕВ"" провансаль 0,8кг",1188,Россия
,"Майонез ""МАХЕЕВ"" с лимонным соком",,
100,,1188,Россия
,"0,8кг",,
,"Майонез ""МАХЕЕВ"" с оливковым маслом",,
101,,1468.8,Россия
,"0,8кг",,
,"Майонез ""МАХЕЕВ"" с перепелиным яйцом",,
102,,1112.4,Россия
,"0,8кг",,
103,Майонез Провансаль PROFIGUSTO 67% 10л,9687.6,Казахстан
104,Майонез Провансаль YUMMY 67% 10л,8100,Россия
105,Майонез Провансаль АССОРТИ 67% 10кг,10184.4,Россия
,"Пицца соус ""AROMATIZZATA"" 4кг (мягкая",,
106,,5724,Казахстан
,упаковка),,
107,"Пицца соус ""ASTORIA"" 2кг",2679.48,Россия
108,"Пицца соус ""CHEF GOURMET"" 4.05кг ж/б",6102,Италия
109,"Пицца соус ""LOLI;K"" 4.1кг ж/б",5216.4,Армения
110,"Пицца соус ""MUTTI PELATI"" 0,4кг",1844.64,Италия
111,"Пицца соус ""MUTTI PELATI"" 2,5кг",6836.4,Италия
112,"Пицца соус ""MUTTI"" 4,1кг ж\б",11556,Италия
113,"Пицца соус ""MUTTI"" 5,1кг (мягкая упаковка)",13662,Италия
114,"Свит чили ""AMIGO"" 3.5кг",5508,Казахстан
115,"Свит чили ""AMIGO"" 5,5кг не использовать",7776,Казахстан
116,"Свит чили ""AROY-D"" 0,92кг",2808,Таиланд
117,"Свит чили ""AROY-D"" 2,4 кг.",5594.4,Таиланд
118,"Свит чили ""AROY-D"" 5,4кг",13046.4,Таиланд
119,"Свит чили ""AROY-D"" для курицы 0,35кг",1296,Таиланд
120,"Свит чили ""CANNERU"" 1,3кг",2160,Казахстан
121,"Свит чили ""CANNERU"" 2,6кг",4320,Казахстан
122,"Свит чили ""CANNERU"" 5,4кг",8100,Казахстан
123,"Свит чили ""SANTA-MARIA"" 1,95л (чили)",8316,США
124,"Соевый соус ""AMOY"" 0,55л",648,Китай
125,"Соевый соус ""KANIMORI"" 20л",6480,Китай
126,"Соевый соус ""KIKKOMAN"" 1,8л",6156,Германия
127,"Соевый соус ""KIKKOMAN"" 1л",6804,Германия
128,"Соевый соус ""SHEFU-SAN"" 1.8л",1998,Россия
129,"Соевый соус ""КIKKOMAN"" 19л",17388,Германия
130,"Соевый соус ""ЛАУ-ШУ"" 1,8л (для лагмана)",2235.6,Китай
131,"Соевый соус ""ОБОК"" 1л",918,Китай
132,"Соевый соус ""ЮНН"" 0,5л",810,Китай
133,"Соевый соус ""ЮНН"" 5л",3240,Китай
134,"Соевый соус ЮЙИ 4,5л",3353.4,Китай
135,"Соус ""ASSORTI"" сырный 1л",1512,Россия
136,"Соус ""ASTORIA"" дип-пот чесночный 125шт",8694,Россия
137,"Соус ""ASTORIA"" сальса 1кг",1922.4,Россия
138,"Соус ""ASTORIA"" сырный 1л",1868.4,Россия
139,"Соус ""EASY"" барбекю 1,8л-2,05кг",4104,Казахстан
140,"Соус ""EASY"" барбекю 1л (ведро)",1598.4,Казахстан
141,"Соус ""EASY"" бургер 1л (ведро)",1595.16,Казахстан
142,"Соус ""EASY"" горчичный 1л (ведро)",1497.96,Казахстан
143,"Соус ""EASY"" манго-чили 1,8л-2,15кг",4104,Казахстан
144,"Соус ""EASY"" сырный ведро 1л",1566,Казахстан
145,"Соус ""EASY"" терияки 1,8л-2,15кг",3651.48,Казахстан
146,"Соус ""EASY"" унаги 1,8л-2,22кг",3676.32,Казахстан
147,"Соус ""EASY"" унаги 5л-5,8кг",6737.04,Казахстан
148,"Соус ""GENSO Lemongrass"" 0.855л",3105,Таиланд
149,"Соус ""HEINZ"" кетчуп дип-пот 125шт",9180,США
150,"Соус ""HEINZ"" сырный 1л",2764.8,Россия
151,"Соус ""HEINZ"" сырный дип-пот 125шт",9180,США
152,"Соус ""HIENZ"" чесночный ранч 1л",2311.2,Россия
153,"Соус ""LOUISIANA SUPREME"" 1л",3672,США
154,"Соус ""PARAD"" барбекю 0,51кг",2484,США
155,"Соус ""АSTORIA"" барбекю 1л",1782,Россия
156,"Соус ""АSTORIA"" бургер 1л",1868.4,Россия
157,"Соус ""АSTORIA"" горчичный 1л",1825.2,Россия
158,"Соус ""АSTORIA"" сметанный с грибами 1л",1927.8,Россия
159,"Соус ""АSTORIA"" терияки 1л",2214,Россия
160,"Соус ""АSTORIA"" цезарь 1л",1857.6,Россия
161,"Соус ""АSTORIA"" чесночный 1л",1846.8,Россия
162,"Соус ""АМИГО САН"" свит чили 5,5кг",7938,Казахстан
163,"Соус ""КОБРА"" жгучая 0,345кг",777.6,Казахстан
164,"Соус ""КОЧУДЯН"" 0,5кг",3110.4,Китай
165,"Соус HEINZ ""Ворчестер"" 0,532л",4050,США
166,"Соус Бальзамик ""CARANDINI"" светлый 0,5л",3024,Италия
167,"Соус Бальзамик ""CARANDINI"" темный 0,5л",3402,Италия
168,Соус Бульгоги 0.84л,3850.2,Корея
169,"Соус Кимчи ""ASA"" 1.8л",4309.2,Китай
170,"Соус Кимчи ""SHEFU-SAN"" 1.8л",2754,Россия
171,"Соус Кимчи Бейс ""YAKIMAL"" 1.8л",4104,Россия
172,"Соус Орехово-кунжутный ""ASA"" 1л",3240,Китай
173,"Соус Ореховый ""GENSO"" 1,5л",5216.4,Китай
174,"Соус Песто ""ITALCARCOIFI"" 0,2кг",1566,Италия
175,"Соус Рисовый Мирин ""YAKIMAL""1.8л",2613.6,Китай
176,"Соус Рыбный ""AROY-D"" 0,84л",2376,Таиланд
177,"Соус Табаско ""McLIHENNY"" 0,06кг",2116.8,Италия
178,"Соус Табаско ""McLIHENNY"" 0,150кг",3726,Италия
179,"Соус Терияки ""GENZO"" 1.5 л",2268,Китай
180,"Соус Терияки ""SHEFU-SAN"" 1.8л",2862,Россия
181,"Соус Унаги ""GENZO"" 1.7 л",2484,Китай
182,"Соус Унаги ""YAKIMAL"" 1.8л",2980.8,Китай
183,"Соус Устричный ""Жуй Синь/Япоша"" 1,2 кг",1404,Китай
184,"Соус Устричный ""Жуй Синь/Япоша"" 2,27кг.",3456,Китай
185,"Соус Шрирача ""UNI EAGLE"" 0,815кг",2980.8,Китай
186,"Соус Шрирача ""ТАМАКИ"" 1л",2359.8,Россия
187,"Соус дип-пот ""ASTORIA"" 125шт барбекю",8197.2,Россия
188,Соус дип-пот ASTORIA 125шт кетчуп,8391.6,Россия
189,Соус дип-пот ASTORIA 125шт сырный,8391.6,Россия
190,"Соус кунжутный ""SHEFU-SAN"" 1.8л",3240,Россия
191,"Соус свит чили ""GOURMET"" 0,92КГ",2268,Таиланд
192,"Соус устричный ""ESAY"" 0,5л",1109.16,Казахстан
193,"Соус устричный ""ESAY"" 1.8л",3110.4,Казахстан
194,"Соус устричный ""ESAY"" 5л",6395.76,Казахстан
195,"Терияки ""АSА\Якимал"" 1.8л",2862,Китай
196,"Ткемали ""КИНТО"" Раний 0,3",1620,Россия
197,"Ткемали ""КИНТО"" классик 0,3л",1620,Россия
198,"Томатная паста ""ДРАКОН"" 3кг ж/б",2608.2,Казахстан
199,"Томатная паста ""ЦИН КАЗ"" 0,85 кг ж/б",1382.4,Казахстан
200,"Томатная паста ""ЦИН КАЗ"" 1кг (стекло)",1868.4,Россия
201,"Томатная паста КАЗФУД ""Береке"" 1кг",1047.6,Казахстан
,"Томаты в собственном соку ""NOVA\Pelati""",,
202,,3888,Турция
,"2,5 кг",,
203,"Уксус ""VIYI Китайский Шал"" 0,5л",388.8,Китай
204,"Уксус 70% ""СИБИРСКИЙ УКСУС"" 0,160мл",313.2,Казахстан
205,"Уксус 9% ""ЗАПАС НА ЗИМУ"" 0,9л",216,Россия
206,"Уксус 9% ""ЗАПАС НА ЗИМУ"" 1л",529.2,Россия
207,"Уксус Бальзамик ""DE NIGRIS"" светлый 1л",2916,Италия
208,"Уксус Бальзамик ""DE NIGRIS"" светлый 0,5л",1890,Италия
209,"Уксус Бальзамик ""DE NIGRIS"" темный 0,5л",1868.4,Италия
210,"Уксус Бальзамик ""DE NIGRIS"" темный 1л",2856.6,Италия
211,"Уксус Винный ""DE NIGRIS"" 0,5л",1350,Китай
212,"Уксус Винный ""DE NIGRIS"" белый 0,5л",1350,Италия
213,"Уксус Винный ""DE NIGRIS"" белый 1л",1868.4,Италия
214,"Уксус Винный ""DE NIGRIS"" красный 0,5л",1404,Италия
215,"Уксус Винный ""DE NIGRIS"" красный 1л.",1890,Италия
216,"Уксус Винный ""KUHNE"" белый 0,25л",1576.8,Италия
217,"Уксус Винный ""KUHNE"" красный 0,25л",1350,Италия
218,"Уксус Рисовый ""FUJI"" 20л",14580,Китай
,"Уксус Рисовый ""СИБИРСКИЙ УКСУС"" 3%",,
219,,534.6,Россия
,"0,25л",,
220,"Уксус Рисовый Мицукан ""KANIMORI"" 20л",6458.4,Китай
221,"Уксус Яблочный ""DE NIGRIS"" 0,75л",2376,Италия
,"Уксус Яблочный 6% ""Сибирский уксус""",,
222,,302.4,Россия
,"0,25л",,
,СУШИ БАР,,
1,"Васаби ""OSHI"" Powder 1кг (красная)",,
2,"Васаби порошок ""Fumiko"" 1кг.",3780,Китай
3,"Васаби порошок ""Sango"" 1кг",2613.6,Китай
4,"Водоросли Вакаме сушеные 0,5кг",5184,Китай
5,Водоросли Комбу сушеные,8197.2,Китай
6,"Водоросли Нори ""LUX"" 100шт",6836.4,Китай
7,"Водоросли Нори ""NIHAO"" 100шт",7203.6,Китай
8,"Водоросли Нори ""SANGO"" 100шт",7581.6,Корея
9,"Водоросли Нори ""SUSAMI"" 100шт",7516.8,Корея
10,"Водоросли Нори ""TAMAKI"" 100шт",6372,Россия
11,"Водоросли Нори ""TIDORI"" 100шт",7668,Китай
12,"Водоросли Нори ""TIDORI"" 50 лист",3996,Корея
13,Водоросли Онигири 100шт,7754.4,Китай
14,"Икорная закуска красная 0,113кг",518.4,Россия
15,"Икорная закуска черная 0,113кг",572.4,Россия
16,"Икра ""MAKI PLUS"" macaro (зеленая) 0,5кг",3888,Россия
17,"Икра ""MAKI PLUS"" macaro (красная) 0,5кг",4849.2,Россия
,"Икра ""MAKI PLUS"" macaro (оранжевая)",,
18,,4222.8,Россия
,"0,5кг",,
19,"Икра ""MAKI PLUS"" macaro (черная) 0,5кг",3888,Россия
20,"Икра ""OSHI"" macaro (красная) 0,5кг",3315.6,Россия
21,"Икра масаго ""HANSEY"" 0,5кг",3348,Россия
22,"Имбирь маринованный белый 1,3кг",1177.2,Китай
23,"Имбирь маринованный красный 1,4кг",831.6,Китай
24,"Лапша KEKESHI ""Soba"" 0.3кг",561.6,Китай
25,"Мисо паста ""GENSO"" светлая 1кг",2052,Китай
26,"Мисо паста ""GENSO"" темная 1кг",1998,Китай
27,"Мука темпурная острая ""KANESHIRO"" 1кг",1242,Китай
28,"Редька маринованная ""TAKUAN""",918,Китай
29,"Сухари KANESHIRO ""Daruma golden mix"" 1кг",1609.2,Китай
30,"Сухари панировочные ""KANESHIRO"" 1кг",2160,Китай
31,"Сухари панировочные ""Panko"" 10кг.",4719.6,Казахстан
32,"Сухари панировочные ""Panko"" 1кг",918,Казахстан
,"Сухари панировочные ""Япоша"" Golden mix",,
33,,1296,Казахстан
,1кг,,
,"Сухари панировочные KANESHIRO ""Golden",,
34,,2430,Китай
,"mix"" 1кг",,
35,"Тунец стружка ""БОНИТО"" 0,5кг",7203.6,Китай
36,Угорь филе х/к без соуса,11178,Китай
37,Угорь филе х/к 30% с соусом вакуум,6966,Китай
38,Чукка салат 1кг,1987.2,Россия
39,СЫРЫ И СЫРНЫЕ ПРОДУКТЫ,0,
40,"Моцарелла ""ALTI SPECIAL"" экстра (вес)",3370.5,Россия
41,"Моцарелла ""ALTI"" экстра (вес)",3317,Россия
42,"Моцарелла ""ARITAL"" (вес)",3081.6,Россия
43,"Моцарелла ""BONFESTO"" 1кг",4643.8,Беларусь
44,"Моцарелла ""ROKISKIO"" (вес)",5296.5,Латвия
45,"Моцарелла ""TOPING LIGHT"" 2кг батон",5296.5,Россия
46,"Моцарелла ""ГРАНД ЛОРД"" (вес)",3584.5,Россия
47,"Моцарелла ""КАЗАНЬ"" 2кг",2953.2,Россия
48,"Моцарелла ""КРАЛ"" (вес)",2621.5,Казахстан
49,"Моцарелла ""ЛУГА АЛАТАУ"" 40% (вес)",3680.8,Казахстан
50,"Моцарелла ""САВУШКИН"" (вес)",3322.35,Россия
51,"Моцарелла ""ЭМИР"" (вес)",3852,Казахстан
52,"Моцарелла BONFESTO ""Coocing"" 45% 2,6 кг.",8494,Беларусь
53,"Моцарелла BONFESTO ""Cooking"" 40% 2,6 кг.",12604,Беларусь
,"Моцарелла BONFESTO ""Cooking"" тертый",,
54,,7310.32,Беларусь
,45% 2кг.,,
55,"Моцарелла Лайт ""ЭЛИПСМОЛ"" 50% 2кг",2652.32,Россия
56,Моцарелла Пицца Топинг 45%,5293.68,Беларусь
57,"Моцарелла в рассоле ""ZUGER"" 0,125кг",1304.24,Швейцария
58,"Моцарелла мини ""ZUGER"" 0,15кг",2126.24,Швейцария
59,"Моцарелла мини ""ZUGER"" 0,5кг",5151.2,Швейцария
60,"Моцарелло ""ЮГОВСКАЯ"" 50% 2кг",2849.6,Россия
61,"Сыр ""HOCHLAND"" чеддар 160шт 1.68кг",10291.44,Россия
62,"Сыр ""БЕРЕЗКА"" голандский",4826.78,Украина
63,"Сыр ""КОМО"" в ассортименте",5754,Беларусь
64,"Сыр ""ФЕТА БЕЛАЯ"" 40% 0,25кг",1205.6,Россия
65,Сыр Бри с белой плесенью 125гр.,1611.12,Дания
66,"Сыр Брынза ""ЭМИР"" (вес)",3945.6,Казахстан
67,"Сыр Гауда ""БЖП"" (вес)",3222.24,Украина
68,Сыр Гауда желтая (вес),4274.4,Россия
,Сыр Камамбер с белой плесенью,,
69,,2816.72,Дания
,"""DAIYLAND"" 0,125кг",,
70,"Сыр Маскарпоне мягкий ""BONFESTO"" 0.5кг",3123.6,Беларусь
71,"Сыр Пармезан ""GRANA PADANO"" 0,15кг",4658,Италия
72,"Сыр Пармезан ""ДЖУГАС"" 2мес",10466.8,Россия
73,"Сыр Пармезан ""Дантес Нуар"" ЮКМП 45%",6685.6,Россия
74,Сыр Пармезан тертый сухой,3726.4,Италия
75,"Сыр Рикотта мягкий ""BONFESTO"" 0.5кг",1523.44,Беларусь
76,"Сыр Сулугуни ""ЭМИР"" (вес)",3945.6,Казахстан
77,"Сыр Чеддар ""HOHLAND"" 1*90 шт",8472.08,Россия
78,"Сыр Чеддер ломтики 108 шт (1,328кг)",9458.48,Россия
79,Сыр Чечил косичка,4033.28,Россия
80,"Сыр маскарпоне ""BONFESTO"" 0,25кг",1700.99,Беларусь
,"Сыр пармезан Alberio ""GRANA PADANO""",,
81,,4438.8,Италия
,0.2кг,,
,"Сыр плавленный сливочный ""HOCHLAND""",,
82,,3244.16,Россия
,"0,4кг",,
,"Сыр плавленный сливочный ""PRESIDENT""",,
83,,2268.72,Казахстан
,"0,4кг",,
84,"Сыр пласт ""HOCHLAND"" чизбургер 0,15кг",1282.32,Россия
,"Сыр пласт ""PRESIDENT"" 0.3кг (Чиз Ролл)",,
85,,1698.8,Россия
,16ломт,,
86,"Сыр с голубой плесенью ""DANABLU"" 0,1кг",1830.32,Италия
87,"Сыр сливочный ""WILLE"" 1,5 кг 74%",4921.04,Иран
88,"Сыр сливочный ""WILLE"" 1,5кг 69%",5041.6,Иран
89,"Сыр сливочный ""WILLE"" 9,5кг 69%",29592,Иран
90,"Сыр творожный ""РAMMAK"" 69% 1,5кг",4537.44,Иран
91,"Сыр творожный ""СЕРВОЛЮКС"" 11кг",32452.56,Беларусь
92,"Сыр творожный ""BONFESTO Cooking"" 11 кг",36716,Беларусь
,"Сыр творожный ""HOCHLAND Cremettе"" 10",,
93,,42744,Россия
,кг,,
94,"Сыр творожный ""HOCHLAND"" 0,4кг",3375.68,Россия
95,"Сыр творожный ""HOCLAND Cremettе"" 2,2кг",10335.28,Россия
96,"Сыр творожный ""RASA"" 60% 10кг",30249.6,Россия
97,"Сыр творожный ""Савушкин"" 65% 10,5 кг.",35422.72,Беларусь
98,"Сыр творожный КремЧиз(вкус Токио) 3,3л",6433.52,Россия
99,"Сыр фетакса ""HOCLAND"" 0,4кг",2520.8,Россия
100,Сырные палочки с моцареллой 1кг,4658,Россия
,"Сырный продукт ""Российский"" БЖП 50%",,
101,,3263.89,Россия
,(вес),,
,"Сырный продукт ""Сметанковый квадрат""",,
102,,3397.6,Россия
,50% (вес),,
103,"Фета ""PRESIDENT"" Salakis 0.25кг",4164.8,Казахстан
104,"Фета ""PRESIDENT"" Salakis 0.5кг",4159.32,Казахстан
105,Шарики сырные с моцарелла 1кг,4411.4,Россия
106,ХОЗ.ТОВАРЫ,0,
107,"Жироудалитель ""Шуманит"" 400 мл",3445.4,Россия
108,Контейнер ПРК-30-С3 мультипак 480 шт,67.41,Казахстан
109,Стакан одноразовый 0.35л,25.68,
,Уголок бумажный для бургера 170*170,,
110,,8.56,Казахстан
,2000шт,,
,ЧАЙ-КОФЕ,,
,"Кофе ""JACOBS MONARCH"" 130гр (мягкая",,
1,,3510,Россия
,упаковка),,
,"Кофе ""JACOBS MONARCH"" 150гр (мягкая",,
2,,2700,Россия
,упаковка),,
3,"Кофе ""JACOBS MONARCH"" 190гр (стекло)",5032.8,Россия
,"Кофе ""JACOBS MONARCH"" 400гр (мягкая",,
4,,8445.6,Россия
,упаковка),,
5,"Кофе ""JACOBS MONARCH"" 47,5гр (стекло)",1058.4,Россия
,"Кофе ""JACOBS MONARCH"" 500гр (мягкая",,
6,,8208,Россия
,упаковка),,
7,"Кофе ""JACOBS MONARCH"" 95гр (стекло)",2710.8,Россия
,"Кофе ""JACOBS MONARCH""230гр (мягкая",,
8,,5659.2,Россия
,упаковка),,
9,"Кофе ""MACCOFEE"" 3в1 25шт",2365.2,Сингапур
10,"Кофе ""MACCOFEE"" ведро 160шт",15282,Сингапур
11,"Кофе ""NESCAFE GOLD"" 95гр (стекло)",2484,Россия
12,"Кофе ""NESCAFE GOLD"" 47,5гр (стекло)",1080,Россия
13,"Кофе ""NESCAFE"" 0,5 кг (мягкая упаковка)",8337.6,Россия
14,"Кофе ""NESCAFE"" 47,5гр (стекло)",1350,Россия
15,"Кофе ""NESCAFE"" 95гр (стекло)",1674,Россия
16,"Чай ""BAYCE"" гранулированный черный 1кг",3024,Казахстан
17,"Чай ""BAYCE"" гранулированный черный 5кг",11934,Казахстан
18,"Чай ""BAYCE"" листовой зеленый 1кг",3510,Казахстан
,"Чай ""BAYCE"" пакетированный зеленый",,
19,,1695.6,Казахстан
,100пак,,
,"Чай ""BAYCE"" пакетированный черный",,
20,,1512,Казахстан
,100пак,,
21,"Чай ""BETA"" листовой черный 0,25кг",2084.4,Казахстан
22,"Чай ""BETA"" листовой черный 0,5кг",4028.4,Казахстан
,"Чай ""CHAMPION"" гранулированный",,
23,,1674,Казахстан
,"черный 0,25кг",,
,"Чай ""CHAMPION"" гранулированный",,
24,,2732.4,Казахстан
,"черный 0,5кг",,
,"Чай ""CHAMPION"" гранулированный",,
25,,5594.4,Казахстан
,черный 1кг,,
26,"Чай ""CHAMPION"" листовой черный 0,25кг",1674,Казахстан
27,"Чай ""CHAMPION"" листовой черный 0,5кг",3920.4,Казахстан
28,"Чай ""GRENFIELD"" листовой зеленый 0,2кг",1836,Казахстан
29,"Чай ""GRENFIELD"" листовой черный 0,2кг",1836,Казахстан
,"Чай ""GRENFIELD"" пакетированный зеленый",,
30,,2106,Казахстан
,100пак,,
,"Чай ""GRENFIELD"" пакетированный черный",,
31,,2106,Казахстан
,100пак,,
32,"Чай ""MACTEA"" 3в1 20шт",1863,Сингапур
,"Чай ""АССАМ"" гранулированный черный",,
33,,1998,Казахстан
,500гр,,
34,"Чай ""АССАМ"" гранулированный черный 1кг",3888,Казахстан
,"Чай ""ПИАЛА"" гранулированный черный",,
35,,2484,Казахстан
,"0,5кг",,
,"Чай ""ПИАЛА"" пакетированный зеленый",,
36,,1674,Казахстан
,100пак,,
,"Чай ""ПИАЛА"" пакетированный черный",,
37,,1684.8,Казахстан
,100пак,,
,ЯГОДЫ И ОВОЩИ С/М,,
1,"Беби морковь ""FROZER"" 2,5кг",5184,
2,Беби морковь ARDO 1кг,1512,Белгия
3,"Бобы Эдамаме ""ESORO"" 1кг",3039.12,
4,Брокколи с/м 1кг (вес),1490.4,Россия
5,"Брюссельская капуста ""ARDO"" 2,5кг",1490.4,Россия
6,"Брюссельская капуста ""FROZANA"" 2,5кг",4968,Россия
7,Брюссельская капуста с/м1кг (вес),2484,Россия
8,"Горох ""FROZENA"" с/м 2,5 кг",4968,Россия
9,"Горох Эдамаме ""ESORO"" с/м 0,5кг",2268,Турция
10,Горошек зеленый с/м (вес),1371.6,Россия
11,Капуста цветная с/м (вес),1404,Россия
12,Кукуруза зерно с/м (вес),1782,Россия
13,Кукуруза пачатки с/м (вес),2592,Россия
14,"Луковые кольца ""FARM"" 1кг",2646,Великобритания
15,"Луковые кольца ""FEAST"" 1.5кг",3110.4,Турция
16,Манго кубики с/м 1кг,2160,Россия
17,Морковь мини с/м 1кг,2268,Россия
18,"Пюре Манго ""АГРОБАР"" с/м 1кг",4968,Россия
19,"Пюре Маракуйя ""ECOPRODUCT"" 1кг",5832,Вьетнам
20,"Пюре Маракуя ""АГРОБАР"" с/м 1кг",6048,Россия
21,Спаржа с/м 1кг,5292,Россия
22,"Фасоль ""FROZANA"" с/м 2,5 кг",3726,Россия
23,Фасоль стручковая с/м,1188,Россия
24,"Шпинат ""FROZENA"" с/м 2,5 кг",4039.2,Россия
25,"Шпинат ""АРДО"" с/м 2,5кг",4968,Россия
26,Шпинат с/м резанный 1кг,1679.4,Россия
27,Ягода Брусника с/м 1кг,2484,Россия
28,"Ягода Смородина с/м 0,3кг",1339.2,Украина
29,Ягоды Вишня с/м без косточки 1кг,4352.4,Россия
30,Ягоды Ежевика с/м 1кг,2862,Россия
31,Ягоды Клубника с/м 1кг,1620,Россия
32,Ягоды Клюква дикая с/м 1кг,3348,Россия
33,Ягоды Клюква садовая с/м 1кг,3078,Россия
34,Ягоды Малина с/м 1кг,4212,Россия
35,Ягоды Облепиха садовая с/м 1кг,1836,Россия
36,Ягоды Смородина с/м 1кг,4730.4,Россия
37,Ягоды Черника с/м,4860,Россия
